Name,EIN,Category,Telephone,Address,City,State,Website,Facebook,Twitter,Income,Assests
international training in communication 2355 cadencia communicators,95-1574145,"Arts, Culture and Humanities",N/A, 1234 WYOMING ST  89005-2745,boulder city,Nevada,,,,"$206,317.00","$310,991.00"
international training in communication 1054 vegas valley,71-0888828,Other school related activities,N/A, 5965 SIERRA BONITA CT  89149-3970,las vegas,Nevada,http://none,,,$0.00,$0.00
international tourism safety association ,20-3723381,Educational Institutions and Related Activities,N/A, 3150 PARADISE RD  89109-9096,las vegas,Nevada,,,,$0.00,$0.00
international suicide prevention ,20-4671131,"Mental Health, Crisis Intervention",N/A, 1736 E CHARLESTON BLVD 301  89104-7900,las vegas,Nevada,http://www.supportisp.org,,,$0.00,$0.00
international soundex reunion registry ,88-0180298,Referral service social agencies,N/A, PO BOX 371179  89137-1179,las vegas,Nevada,,,,"$13,643.00","$72,142.00"
international society for krisha consciousness of las vegas inc ,47-0864022,"Religion-Related, Spiritual Development",N/A, 8830 S MARYLAND PKWY STE 135  89123-4006,las vegas,Nevada,http://KRISHNALOUNGE.ORG,,,$0.00,$0.00
interview me academy ,81-3412394,,N/A, 6443 BURNS ALLEN AVE UNIT 103  89122-1606,las vegas,Nevada,,,,$0.00,$0.00
international womens center ,20-3392336,"Public, Society Benefit - Multipurpose and Other",N/A, 7442 EGGSHELL DR  89084-2481,n las vegas,Nevada,http://internationalwomenscenter.org/,,,"$3,300.00",$105.00
international wine & food society reno branch ,47-2279582,"Food, Agriculture and Nutrition",N/A, 6170 CHAISE CT  89519-7329,reno,Nevada,,,,$0.00,$0.00
international wine & food society lake tahoe branch ,77-0642110,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 6387  89450-6387,incline vlg,Nevada,,,,"$72,868.00","$99,365.00"
international virtual assistants association ,88-0509715,"Community Improvement, Capacity Building",N/A, 3773 HOWARD HUGHES PKWY STE 500S  89169-6014,las vegas,Nevada,,,,"$86,207.00","$150,514.00"
international union united auto aerospace & agricultural workers 3555 local union,47-3851733,Association of employees,N/A, 4310 CAMERON ST STE 13  89103-3826,las vegas,Nevada,,,,"$302,403.00","$37,107.00"
international union united auto aerospace & agricultural workers 2162 local uaw,88-0168290,Association of employees,N/A, 1755 E PLUMB LN STE 160  89502-3683,reno,Nevada,,,,"$78,791.00","$53,676.00"
international union of painters and allied trades 567,88-0039930,Association of employees,N/A, 1819 HYMER AVE  89431-8104,sparks,Nevada,,,,"$183,006.00","$641,831.00"
international union of painters and allied trades 2001,88-0120428,Association of employees,N/A, 1701 WHITNEY MESA DR STE 105  89014-2046,henderson,Nevada,http://www.iupatdc15.org,,,$0.00,$0.00
international union of painters and allied trades 159,88-0039581,Association of employees,N/A, 1701 WHITNEY MESA DR STE 105  89014-2046,henderson,Nevada,http://www.iupatdc15.org,,,$0.00,$0.00
international union of painters and allied trades 1512 local union,47-2210798,Association of employees,N/A, 1701 WHITNEY MESA DR STE 105  89014-2046,henderson,Nevada,http://www.iupatdc15.org,,,$0.00,$0.00
isc2 las vegas chapter inc ,47-3402048,Educational Institutions and Related Activities,N/A, 5540 N FORT APACHE RD  89149-2406,las vegas,Nevada,https://isc2chapter-las-vegas.org/,,,$0.00,$0.00
isa-the instrumentation systems and automation society las vegas section,58-1477155,,N/A, 2119 FOUNTAIN SPRINGS DR  89074-1577,henderson,Nevada,http://isa.org,,,$0.00,$0.00
irwin kishner charitable foundation tr agreement kishner irwin ttee,75-6627435,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 252 CONVENTION CENTER DR STE 12A  89109-2066,las vegas,Nevada,,,,$1.00,"$53,808.00"
irregular4christ music ministry inc ,46-3142618,"Religion-Related, Spiritual Development",N/A, 1000 GREEN VALLEY PKWY STE 440-319  89074-6172,henderson,Nevada,,,,"$56,731.00","$18,149.00"
iron sharpens iron mentoring inc ,47-5675816,"International, Foreign Affairs and National Security",N/A, 4224 W CHARLESTON 185  89102-1625,las vegas,Nevada,,,,$0.00,$0.00
iron nation motorcycle club ,71-0967870,"Recreation, Sports, Leisure, Athletics",N/A, 216 LEMMON DRIVE BOX 294  89506-8701,reno,Nevada,http://www.ironnationmc.com,,,$0.00,$0.00
irl arts foundation inc ,27-1485814,"Food, Agriculture and Nutrition",N/A, 848 N RAINBOW BLVD STE 1800  89107-1103,las vegas,Nevada,,,,$0.00,$0.00
ira j earl pto ,45-2414111,Educational Institutions and Related Activities,N/A, 1463 MARION DR  89110-1420,las vegas,Nevada,,,,$0.00,$0.00
ion medical safety ,45-2274215,Health - General and Rehabilitative,N/A, 3315 EAST RUSSELL ROAD A4 435  89120-3440,las vegas,Nevada,,,,$0.00,$0.00
intouch youth services inc ,46-5184308,Human Services - Multipurpose and Other,N/A, 5185 CAMINO AL NORTE  89031-2415,north las vegas,Nevada,,,,"$27,165.00","$27,165.00"
intouch health in touch health,26-1118600,,N/A, 4718 E FLAMINGO RD  89121-4709,las vegas,Nevada,,,,$0.00,$0.00
italian catholic federation of california inc 135 st albert the great,23-7641246,Other services or benefits to members or employees,N/A, 1499 BACKER WAY  89523-2570,reno,Nevada,,,,$0.00,$0.00
italian american professional & executive association inc ,88-0206468,Boy Scouts Girl Scouts etc,N/A, PO BOX 230016  89105-0016,las vegas,Nevada,,,,"$34,211.00","$12,462.00"
italian american club of southern ,88-6004596,Other social activities,N/A, 2333 E SAHARA AVE  89104-4110,las vegas,Nevada,,,,"$1,853,467.00","$675,226.00"
it is finshed ministries ,45-2574914,"Religion-Related, Spiritual Development",N/A, PO BOX 2225  89041-2225,pahrump,Nevada,,,,"$67,140.00","$8,405.00"
isun jaba peoples union in north america ,82-0561869,Educational Institutions and Related Activities,N/A, 7310 REAL QUIET DR  89131-4132,las vegas,Nevada,,,,$0.00,$0.00
issues concerning adolescents ofnevada ,20-8795853,Youth Development,N/A, 3939 MONTHILL AVE  89121-6218,las vegas,Nevada,http://icanlv.org,,,$0.00,$0.00
ism-nevada inc ,88-0210114,"Community Improvement, Capacity Building",N/A, 5912 VIZZI CT  89131-2857,las vegas,Nevada,http://www.ismnv.com,,,$0.00,$0.00
island habitat inc ,27-4111620,Human Services - Multipurpose and Other,N/A, 848 NORTH RAINBOW BOULEVARD 3483  89107-1103,las vegas,Nevada,http://Year,,,$0.00,$0.00
islamic society of nevada ,51-0271869,Church synagogue etc,N/A, 4730 E DESERT INN RD  89121-2804,las vegas,Nevada,,,,$0.00,$0.00
islamic information center ,42-1597284,"Religion-Related, Spiritual Development",N/A, PO BOX 72496  89170-2496,las vegas,Nevada,,,,"$150,431.00","$1,562,446.00"
islamic foundation of nevada a nevada non profit corporation ,88-0405956,Educational Institutions and Related Activities,N/A, 485 E ELDORADO LN  89123-1207,las vegas,Nevada,,,,"$1,663,384.00","$4,787,009.00"
j n f foundation ,95-3799249,Gifts grants or loans to other organizations,N/A, 2360 MAMMATUS DR  89441-4801,sparks,Nevada,,,,"$27,121.00","$254,720.00"
j l taylor fam foundation ,30-0083160,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1000 N GREEN VALLEY PKWY 440-395  89074-6170,henderson,Nevada,,,,"$25,605.00","$3,132.00"
j kyle braid leadership foundation ,84-1267382,"Recreation, Sports, Leisure, Athletics",N/A, 8617 ECHO GRANDE DR  89131-1749,las vegas,Nevada,,,,"$2,949.00","$815,393.00"
j e t s of southern nevada ,88-0489748,Educational Institutions and Related Activities,N/A, 3560 WOODBINE WAY  89103-1164,las vegas,Nevada,http://www.JETSSN.com,,,$0.00,$0.00
j cruz foundation ,46-3801826,"International, Foreign Affairs and National Security",N/A, 500 N RAINBOW BLVD  89107-1082,las vegas,Nevada,,,,"$22,450.00","$65,377.00"
j o y academy of southern nevada ,47-2499423,Educational Institutions and Related Activities,N/A, 1561 DERBY DR  89002-8752,henderson,Nevada,http://joy-academy.org,,,"$120,979.00","$12,313.00"
j & s ministries the gate,72-1528016,"Religion-Related, Spiritual Development",N/A, 2657 HERITAGE CT  89121-1204,las vegas,Nevada,,,,$0.00,$0.00
izzi foundation inc ,80-0172997,Animal-Related,N/A, 1638 COWBOY CHAPS PL  89002-9341,henderson,Nevada,,,,$0.00,$51.00
ixhault combines inc ,46-1331959,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 500 N RAINBOW BLVD STE 300A  89107-1061,las vegas,Nevada,,,,$0.00,$0.00
its ok 2b different mentoring lyfe homes,81-1179675,"Crime, Legal-Related",N/A, 3151 SOARING GULLS DR UNIT 2025  89128-7035,las vegas,Nevada,http://behaviorhealth.wixsite.com/ok2bdiff,,,$0.00,$0.00
its all about kidz inc ,27-3534620,Human Services - Multipurpose and Other,N/A, 3651 LINDELL RD UNIT D366  89103-1254,las vegas,Nevada,,,,$0.00,$0.00
jake kielbs hockey foundation ,81-1488574,"Recreation, Sports, Leisure, Athletics",N/A, 5240 ADORATO DR  89031-3623,n las vegas,Nevada,,,,"$2,400.00",$400.00
jadeco foundation inc ,81-5111767,Human Services - Multipurpose and Other,N/A, 4370 ADELPHI AVE  89120-2101,las vegas,Nevada,http://www.jadecofoundationinc.org,,,"$7,953.00",$1.00
jade skigh isle ,47-1092404,"Arts, Culture and Humanities",N/A, 4764 RITA DR  89121-7013,las vegas,Nevada,,,,$0.00,$0.00
jade productions inc ,88-0353319,"Arts, Culture and Humanities",N/A, 3488 BEAM DR  89139-5904,las vegas,Nevada,http://www.jadepro.com,,,$0.00,$0.00
jacquie foundation ,81-1560873,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 916 SOUTHWOOD BLVD STE 1A  89451-9493,incline vlg,Nevada,,,,"$150,005.00","$20,005.00"
jacobs well ,30-0570371,Youth Development,N/A, 101 CARSON RD STE 4  89820-2323,battle mtn,Nevada,,,,$0.00,$0.00
jacks valley fire department inc ,88-0152198,Voluntary firemen s organization or auxiliary,N/A, 3596 ARCADIA DR  89705-6905,carson city,Nevada,http://unknown,,,$0.00,$0.00
jackpot jaguar pto ,47-5368575,Educational Institutions and Related Activities,N/A, PO BOX 563  89825-0563,jackpot,Nevada,,,,$0.00,$0.00
jackpot baptist church ,88-0278333,Church synagogue etc,N/A, PO BOX 301  89825-0301,jackpot,Nevada,,,,$0.00,$0.00
jack van sickle foundation ,20-1292268,"Arts, Culture and Humanities",N/A, 646 HUMBOLDT ST  89509-1606,reno,Nevada,,,,"$2,105,216.00","$9,779,579.00"
jack & jill of america inc las vegas nv chapter,52-1811759,Other instruction and training,N/A, 4894 BUCKHORN BUTTE CT  89149-5258,las vegas,Nevada,,,,$0.00,$0.00
james m langille scholorship fund ,04-3180012,Educational Institutions and Related Activities,N/A, 5156 CANTINA LN  89031-3305,n las vegas,Nevada,,,,$0.00,$0.00
james joseph ford foundation ,20-0511029,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 9317 TOURNAMENT CANYON DR  89144-0818,las vegas,Nevada,,,,"$9,035.00","$426,656.00"
james i gibson pto ,46-3584713,Educational Institutions and Related Activities,N/A, 271 LEISURE CIR  89074-4120,henderson,Nevada,,,,$0.00,$0.00
james e and beverly rogers foundation ,80-0947613,Educational Institutions and Related Activities,N/A, 701 SOUTH 9TH STREET  89101-7068,las vegas,Nevada,,,,$0.00,"$16,858,484.00"
james e and beverly rogers educational foundation ,47-2340132,Educational Institutions and Related Activities,N/A, 701 SOUTH 9TH STREET  89101-7068,las vegas,Nevada,,,,"$3,809,969.00","$1,711,759.00"
james d hoff peace officer memorial ,88-0247597,"Arts, Culture and Humanities",N/A, PO BOX 51237  89435-1237,sparks,Nevada,,,,"$27,850.00","$24,422.00"
james alexander irwin and may llewe llewellyn fund fbo christ e church ,36-7410736,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 241 RIDGE ST STE 100  89501-2055,reno,Nevada,,,,"$54,428.00","$422,292.00"
james 127 ministries ,47-2438671,"International, Foreign Affairs and National Security",N/A, PO BOX 898  89429-0898,silver spgs,Nevada,,,,$0.00,$0.00
jamband society of america ,43-1987776,"Arts, Culture and Humanities",N/A, PO BOX 97982  89193-7982,las vegas,Nevada,http://WWW.LVJBS.ORG,,,$0.00,$0.00
jam on it basketball academy inc ,86-0887569,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 52049  89435-2049,sparks,Nevada,,,,"$2,355,125.00","$494,369.00"
jalen s gift foundation corporation ,46-2291923,"Mental Health, Crisis Intervention",N/A, 5284 JACALA ST  89122-7666,las vegas,Nevada,http://jalensgift.org,,,$0.00,$0.00
japanese american citizens league las vegas chapter,51-0207137,Community Chest United Way etc,N/A, 10327 DOVERWOOD AVE  89149-0714,las vegas,Nevada,http://www.lvjacl.org,,,$0.00,$0.00
japan america society of nevada ,88-0334619,"International, Foreign Affairs and National Security",N/A, PO BOX 81287  89180-1287,las vegas,Nevada,,,,"$25,577.00","$36,816.00"
jansen family foundation ,88-0432689,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 11351 WINTER COTTAGE PL  89135-1705,las vegas,Nevada,,,,"$1,795,213.00","$4,070,510.00"
janie tobman moore family foundation ,81-3628841,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 22 PROMONTORY RIDGE DR  89135-1671,las vegas,Nevada,,,,$0.00,$0.00
janet sue mason foundation inc ,27-1515100,Educational Institutions and Related Activities,N/A, 542 FYNN VALLEY DR  89148-4457,las vegas,Nevada,,,,$0.00,$0.00
japanese christian church of las vegas ,88-0317263,"Religion-Related, Spiritual Development",N/A, 3145 CASEY DR UNIT 104  89120-5112,las vegas,Nevada,,,,$0.00,$0.00
janet and monte klein family foundation monte s klein ttee,27-6962114,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 882 LAKE COUNTRY DR  89451-9041,incline vlg,Nevada,,,,"$63,190.00","$243,638.00"
james w and lorraine e hill foundation ,76-0704713,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1366 JUDY ST  89423-9276,minden,Nevada,,,,"$45,490.00","$360,648.00"
james stuart haldan charitable foundation ,71-0865534,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 15 SKYBIRD CT  89135-7865,las vegas,Nevada,,,,"$2,384,302.00","$2,382,819.00"
james seastrand helping hands of north las vegas inc ,88-0395530,Human Services - Multipurpose and Other,N/A, 3640 N 5TH ST  89032-1237,north las vegas,Nevada,,,,"$619,010.00","$68,574.00"
james r marsh foundation ,88-0340129,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 42156  89116-0156,las vegas,Nevada,,,,$1.00,$1.00
jbl pro-am basketball league ,47-2263426,"Recreation, Sports, Leisure, Athletics",N/A, 478 KEELMANS POINT AVE  89178-1224,las vegas,Nevada,,,,$0.00,$0.00
jazz outreach initiative ,81-5201389,"Arts, Culture and Humanities",N/A, 6955 N DURANGO DR UNIT 1115 # 220  89149-4418,las vegas,Nevada,http://jazzoutreachinitiative.org,,,$0.00,$0.00
jayme lynn king batterup16 foundation ,82-3573633,Youth Development,N/A, 2800 FARM DISTRICT RD  89408-8606,fernley,Nevada,,,,$0.00,$0.00
javon jarrell foundation ,47-3308227,Youth Development,N/A, 7181 N HUALAPAI WAY STE 130 # 35  89166-1117,las vegas,Nevada,http://www.JJarrellFoundation.org,,,$0.00,$0.00
jasons garage foundation ,82-2283602,Youth Development,N/A, 6511 MUSETTE AVE  89139-6740,las vegas,Nevada,,,,$0.00,$0.00
jasmund outreach ,94-3476110,,N/A, 2764 N GREEN VALLEY PKWY  89014-2120,henderson,Nevada,,,,"$100,701.00","$51,554.00"
jase kellames memorial fund ,46-3289493,Educational Institutions and Related Activities,N/A, 3810 DESERT FOX DR  89436-8712,sparks,Nevada,,,,$0.00,$0.00
jas foundation charity thrift store,80-0452565,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 4272  89883-4272,west wendover,Nevada,http://N/A,,,$0.00,$0.00
jarbidge trail association inc ,26-3890065,"Recreation, Sports, Leisure, Athletics",N/A, 253 SUMMIT AVE  89445-2643,winnemucca,Nevada,,,,$0.00,$0.00
jarbidge community association inc ,88-0242061,"Arts, Culture and Humanities",N/A, PO BOX 260075  89826-0075,jarbidge,Nevada,,,,$0.00,$0.00
jarbidge arts council ,41-2235607,"Arts, Culture and Humanities",N/A, PO BOX 260085  89826-0085,jarbidge,Nevada,,,,$0.00,$0.00
jessicas children foundation ,27-1318342,Human Services - Multipurpose and Other,N/A, 1460 DI BLASI DR APT 103  89119-8407,las vegas,Nevada,http://www.jessicaschildren.org,,,$0.00,$0.00
jessica ann faber foundation ,46-4464215,Unknown,N/A, PO BOX 34141  89533-4141,reno,Nevada,http://www.jessicaannfaberfoundation.org,,,$0.00,$0.00
jessica and drew haynie awareness foundation inc ,43-2032904,Health - General and Rehabilitative,N/A, 10133 CARDINAL VIEW PL  89134-6921,las vegas,Nevada,,,,$0.00,$0.00
jesse lee reno 1422 outpost historical preservation,82-2201466,Unknown,N/A, 479 N SAND CRANE CIR  89436-1665,sparks,Nevada,,,,$0.00,$0.00
jeremys thoughtful thermal foundation ,81-3353362,Medical Research,N/A, 1504 VIA DELLA SCALA  89052-4128,henderson,Nevada,,,,"$5,626.00","$1,006.00"
jenifer page foundation ,82-2772903,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1644 QUARTZ LEDGE CT  89117-1313,las vegas,Nevada,,,,$0.00,$0.00
jehovah jireh outreach ministry inc ,27-4673815,"Religion-Related, Spiritual Development",N/A, 305 ELLIOTT AVE  89106-2618,las vegas,Nevada,,,,$0.00,$0.00
jeffrey gale & jane greenspun gale family foundation ,27-0544848,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2360 CORPORATE CIR 330  89074-7707,henderson,Nevada,,,,"$325,968.00","$27,544.00"
jeep junkies of northern nevada ,82-1868363,"Recreation, Sports, Leisure, Athletics",N/A, 4755 COWBOY WAY  89445-7222,winnemucca,Nevada,,,,$0.00,$0.00
jcogolos private charitablefoundation ,20-8381244,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 204 W SPEAR ST  89703-4160,carson city,Nevada,,,,$125.00,$136.00
jc family services inc ,46-2876160,Human Services - Multipurpose and Other,N/A, 1575 DELUCCHI LN STE 207  89502-6563,reno,Nevada,,,,"$2,075,489.00","$119,811.00"
jesus jubilee foundation ,94-2533069,"Religion-Related, Spiritual Development",N/A, 2068 N NELLIS BLVD APT 174  89115-5562,las vegas,Nevada,,,,$0.00,$0.00
jesus is the answer ministries ,88-0266615,Church synagogue etc,N/A, 509 ALEXANDER AVE  89106-2608,las vegas,Nevada,,,,$0.00,$0.00
jesus is love international ministries ,46-2348219,"Religion-Related, Spiritual Development",N/A, 258 CAMELBACK RIDGE AVE  89012-2253,henderson,Nevada,,,,$0.00,$0.00
jesus is lord fellowship worldwide inc usa jesus is lord church las vegas inc,88-0271797,"Religion-Related, Spiritual Development",N/A, 37 MARION DR  89110-4666,las vegas,Nevada,,,,$0.00,$0.00
jesus is lord fellowship worldwide inc usa ,33-0543869,"Religion-Related, Spiritual Development",N/A, PO BOX 20553  89112-2553,las vegas,Nevada,,,,$0.00,$0.00
jesus is alive ministry jesus is alive,27-1991330,"Religion-Related, Spiritual Development",N/A, 6604 JADE JAGUAR ST  89086-1400,n las vegas,Nevada,,,,$0.00,$0.00
jesus christ saves global outreach ,37-1620656,"Religion-Related, Spiritual Development",N/A, 3560 CUPECOY POINT AVE  89141-3237,las vegas,Nevada,,,,$0.00,$0.00
jesus baptist las vegas church ,27-0049024,"Religion-Related, Spiritual Development",N/A, 7512 HILLSBORO PINES CT  89131-1756,las vegas,Nevada,,,,"$104,842.00","$676,866.00"
jesucristo ministerios a ,45-4905731,Church synagogue etc,N/A, 1815 VERDE MIRADA DR  89115-3843,las vegas,Nevada,,,,$0.00,$0.00
jesucristo la piedra angular ,47-3622166,"Religion-Related, Spiritual Development",N/A, 2725 KIETZKE LN TRLR 19  89502-4361,reno,Nevada,,,,$0.00,$0.00
jessie beck parent faculty association ,88-0252887,Educational Institutions and Related Activities,N/A, 1900 SHARON WAY  89509-3576,reno,Nevada,,,,"$147,960.00","$135,777.00"
jewish family service agency ,88-0142948,Discussion groups forums panels lectures etc,N/A, 2309 RENAISSANCE DR STE B  89119-6160,las vegas,Nevada,,,,"$1,085,966.00","$608,143.00"
jewish community ctr of southern nevada inc ,88-0278460,Unknown,N/A, 8689 W SAHARA AVE STE 180  89117-5881,las vegas,Nevada,,,,"$349,068.00","$465,633.00"
jewish community center of las vegas inc temple beth shalom,88-0073186,"Religion-Related, Spiritual Development",N/A, 10700 HAVENWOOD LN  89135-2214,las vegas,Nevada,,,,$0.00,$0.00
jewish carpenters kitchen inc ,47-4608526,Human Services - Multipurpose and Other,N/A, 1000 N GREEN VALLEY PKWY  89074-6170,henderson,Nevada,,,,$0.00,$1.00
jewelers education foundation of the american gem society ,95-4065573,Educational Institutions and Related Activities,N/A, 8881 W SAHARA AVE  89117-5865,las vegas,Nevada,,,,$0.00,$0.00
jesus unlimited inc my fathers house,94-2674987,Church synagogue etc,N/A, 3910 E PATRICK LN  89120-3927,las vegas,Nevada,,,,$0.00,$0.00
jesus triumphant christian complex inc ,88-0407128,"Religion-Related, Spiritual Development",N/A, 243 N NAPLES ST  89015-4862,henderson,Nevada,,,,$0.00,$0.00
jesus set me free ,45-5149114,Human Services - Multipurpose and Other,N/A, 6504 AMANDA MICHELLE LN  89086-1304,n las vegas,Nevada,,,,"$446,244.00","$446,244.00"
jesus saves family church dba basic community services,90-0759584,"Religion-Related, Spiritual Development",N/A, 4208 AUTUMNDALE AVE  89031-3683,n las vegas,Nevada,,,,$0.00,$0.00
jesus rocks henderson ,45-5265804,Human Services - Multipurpose and Other,N/A, 907 CENTER ST  89015-5710,henderson,Nevada,http://WWW.JESUSROCKSHENDERSON.COM,,,$0.00,$0.00
jesus prayer house ,31-1789694,"Religion-Related, Spiritual Development",N/A, 2208 SAN JOSE AVE  89104-3840,las vegas,Nevada,,,,$0.00,$0.00
joann mcpherson ministries ,88-0206361,Church synagogue etc,N/A, 2255 A RENAISSANCE SUITE 6  89119-6143,las vegas,Nevada,,,,$0.00,$0.00
joan and laurence davis family foundation ,27-1485194,Educational Institutions and Related Activities,N/A, 2229 SIERRA HEIGHTS DR  89134-5133,las vegas,Nevada,,,,"$98,562.00","$441,791.00"
jkb experiential education foundation ,47-1421558,Youth Development,N/A, 8617 ECHO GRANDE DR  89131-1749,las vegas,Nevada,,,,"$149,502.00","$5,963.00"
jjustice ranch ,82-2751241,Animal-Related,N/A, 3000 W CHARLESTON BLVD STE 5  89102-1940,las vegas,Nevada,,,,$0.00,$0.00
jimmy olivas athletic foundation ,88-0192176,Other sports or athletic activities,N/A, 3724 LAKESIDE DR STE 100  89509-5355,reno,Nevada,,,,"$51,157.00","$78,573.00"
jim kuden family foundation inc ,88-0437756,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 3267 MANZANITA LN  89029-0835,laughlin,Nevada,,,,"$40,014.00","$21,895.00"
jewish war veterns of the united states of america inc 64 murray l rosen post,88-0299789,Patriotic activities,N/A, 2821 GLEN AULIN ST  89108-4074,las vegas,Nevada,,,,$0.00,$0.00
jewish war veterans of the united states of america inc 65 manny peven post,88-0335718,Patriotic activities,N/A, PO BOX 531566  89053-1566,henderson,Nevada,,,,"$84,602.00","$162,873.00"
jewish war veterans of the united states of america inc 21 greenspun radin post,11-6083949,Patriotic activities,N/A, 10404 SAWMILL AVE  89134-5225,las vegas,Nevada,mailto:hccshome378@gmail.com,,,$0.00,$0.00
jewish repertory theatre of nevada inc ,27-1605199,"Arts, Culture and Humanities",N/A, 9101 ALTA DR UNIT 1701  89145-8545,las vegas,Nevada,,,,"$144,712.00","$2,927.00"
jewish federation of las vegas ,88-0098500,Other religious activities,N/A, 2317 RENAISSANCE DR  89119-6191,las vegas,Nevada,,,,"$5,777,836.00","$19,433,146.00"
john and rosemarie dooley family foundation inc ,20-2312419,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 4330 ROSS DR  89519-2948,reno,Nevada,,,,"$243,807.00","$514,111.00"
john and grace nauman foundation russell todd ttee,88-0399323,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 180 PLANTATION DR  89703-5412,carson city,Nevada,,,,"$855,656.00","$2,355,592.00"
john and bonnie stepan charitable foundation ,81-4620399,Educational Institutions and Related Activities,N/A, 343 GENOA SPRINGS DRIVE  89411-0000,genoa,Nevada,,,,$0.00,$0.00
john altman charitable foundation ,22-3331995,Gifts grants or loans to other organizations,N/A, 103 LONDONDERRY CT  89511-2718,reno,Nevada,,,,"$35,745.00","$305,465.00"
joel f glover dds memorial scholarship fund ,27-1514514,Educational Institutions and Related Activities,N/A, 525 HAMMILL LN  89511-1008,reno,Nevada,,,,"$34,285.00","$141,457.00"
john c vanderburg rainforest biosphere foundation dba,20-1809282,Educational Institutions and Related Activities,N/A, PO BOX 530487  89053-0487,henderson,Nevada,,,,"$20,361.00","$14,544.00"
john b and olive s cook foundation ,56-2066916,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 3644 S FORT APACHE RD APT 2030  89147-3414,las vegas,Nevada,,,,"$250,984.00","$874,061.00"
joe-pat walker lake corporation ,45-4419758,"Environmental Quality, Protection and Beautification",N/A, PO BOX 411  89415-0411,hawthorne,Nevada,,,,$618.00,$1.00
jobs for nevadas graduates inc ,80-0965597,Educational Institutions and Related Activities,N/A, 4045 S BUFFALO DRIVE SUITE 101-128  89147-7479,las vegas,Nevada,,,,"$4,523,478.00","$603,077.00"
jobs daughters international 5 bethel nevada,88-0363544,Other services or benefits to members or employees,N/A, 632 E CHARLESTON BLVD  89104-1563,las vegas,Nevada,,,,$0.00,$0.00
jobs daughters international 2 bethel,88-0133413,Other services or benefits to members or employees,N/A, PO BOX 10671  89510-0671,reno,Nevada,,,,$0.00,$0.00
johnson lane volunteer fire department ,01-0653841,"Public Safety, Disaster Preparedness and Relief",N/A, PO BOX 778  89423-0778,minden,Nevada,,,,$0.00,$0.00
johnson community school ,88-0273503,Educational Institutions and Related Activities,N/A, 9360 W FLAMINGO RD BOX 100-274  89147-6410,las vegas,Nevada,,,,$904.00,"$313,776.00"
johnny tocco amateur boxing club ,80-0390749,Youth Development,N/A, 10316 POMPEI PL  89144-1207,las vegas,Nevada,,,,"$15,084.00","$5,648.00"
johnny appleseed foundation ,20-5626045,"Recreation, Sports, Leisure, Athletics",N/A, 950 IDAHO ST  89801-3919,elko,Nevada,http://N/A,,,$0.00,$0.00
john shaw field foundation ,94-2628891,Gifts grants or loans to other organizations,N/A, 333 FLINT ST  89501-2005,reno,Nevada,,,,"$46,925.00","$190,045.00"
john ross and betty herrera memorial golf tournament ,76-0738893,Human Services - Multipurpose and Other,N/A, 160 W OAK ST  89801-3028,elko,Nevada,http://1950,,,$0.00,$0.00
john legarza nevada golf foundation ,26-3472230,"Recreation, Sports, Leisure, Athletics",N/A, 6195 RIDGEVIEW CT STE A  89519-6341,reno,Nevada,,,,$0.00,$0.00
john e sells foundation ,88-0319741,"Community Improvement, Capacity Building",N/A, PO BOX 7027  89450-7027,incline vlg,Nevada,,,,"$19,395.00","$124,351.00"
john d lincoln & family foundation ,81-1161843,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1203 MACDONALD RANCH DR  89012-7273,henderson,Nevada,,,,"$504,665.00","$477,977.00"
join together northern nevada ,88-0387740,"Mental Health, Crisis Intervention",N/A, 505 S ARLINGTON AVE STE 110  89509-1505,reno,Nevada,,,,"$959,150.00","$309,140.00"
join inc ,88-0364361,"Employment, Job-Related",N/A, 716 N CARSON ST STE B  89701-4079,carson city,Nevada,,,,"$2,665,359.00","$511,625.00"
